0.000000000000000000e+00 4.075290096807993555e-03 -1.266564523531773720e-02 8.698101721947092135e-03 -3.306708699808041160e-03 -3.963112583635604660e-04 -1.555929995913909883e-03 3.189306265493338510e-03 1.157894114513925926e-03 -1.383012756809379358e-03
1.000000000000000056e-01 2.085094519476799468e-01 -2.347538891982733911e-02 -1.157429468338968745e-02 -1.724640901121074488e-02 -7.595752595481609221e-04 -8.597138280587968487e-03 -1.102822146886034416e-02 -7.327497576042021031e-03 -7.572410516373489879e-03
2.000000000000000111e-01 -1.321864543525230751e-01 2.758974839073466759e-02 -1.758683270665663961e-03 -5.369474286094272353e-02 -2.177892533765105748e-02 -1.340556733569635631e-02 -1.840825928740370820e-02 -1.204580950438320988e-02 -1.390451858282227768e-02
3.000000000000000444e-01 -1.286555277099447614e-01 -1.386646906362379132e-02 -4.600428707945515561e-02 -9.476140773525057459e-03 -1.880926334280923207e-02 -1.169731797204890365e-02 -1.577319045742466702e-02 -1.840340346552420472e-02 -2.008178279242164160e-02
4.000000000000000222e-01 3.453196170290635802e-02 9.008793030647106737e-02 -5.415467582907056154e-02 -3.940224628475648416e-02 -1.257347235616503717e-02 -1.064057354261900394e-02 -2.054515427241980149e-02 -1.733402660221311856e-02 -2.123734703124778925e-02
5.000000000000000000e-01 -2.007509330844977069e-01 2.676413435346358671e-03 -1.823432051484991448e-02 -1.637881737536872259e-02 -2.183197126795953166e-02 -2.187927844383438791e-02 -2.045622803599452671e-02 -2.221641623881001962e-02 -1.760154669977983741e-02
6.000000000000000888e-01 1.408202976138432927e-01 8.010152319974683799e-02 7.256689957237258404e-03 -2.684392027055489821e-02 -2.504173191210443128e-02 -1.539720966846324680e-02 -2.212555450360443807e-02 -1.828234416242359439e-02 -1.765738094283809609e-02
7.000000000000000666e-01 -2.071992997389784930e-01 1.558028562757741153e-01 -5.319832722568169393e-03 2.087714428108523868e-02 -2.243468530678409401e-02 -6.416221472873598515e-03 -1.431058672667981022e-02 -1.359635801008913028e-02 -1.128662079808995765e-02
8.000000000000000444e-01 -2.149068183837812840e-02 -8.139095347171468320e-02 -4.889158891391857248e-03 9.089121741358938134e-03 -8.349724222948310196e-03 -3.701967769808689468e-03 -5.064622406462796975e-03 -3.652270227171006828e-03 -4.778309712640599859e-03
9.000000000000000222e-01 6.681555204542430348e-02 -3.381518000885096187e-02 -1.118217703180672193e-02 7.875820787016044738e-03 -5.375447017455549370e-04 4.524200277870532930e-03 5.205375874271892661e-03 4.944301024697529516e-03 5.841614721316818956e-03
1.000000000000000000e+00 -1.799202692643452894e-01 8.193752832906660288e-02 5.234045545745094619e-05 2.098032644076775616e-02 1.262452873632243650e-02 2.494328922999937415e-03 1.857337782070437454e-02 1.527738124087401304e-02 1.468701773386259929e-02
1.100000000000000089e+00 2.962445377262971913e-03 -6.554527467244296302e-03 4.782848754355020771e-02 2.331867826767571386e-02 2.678099056451191395e-02 2.593749245797478606e-02 2.936148643704524636e-02 2.775618452672726916e-02 2.931364008745771313e-02
1.200000000000000178e+00 2.398972245005107640e-01 5.987971299249314483e-02 2.251273980815573367e-02 4.711632458003731788e-02 4.319858908401144615e-02 3.849236882680009963e-02 4.371887499213148592e-02 4.003145965505186532e-02 4.195851568551303007e-02
1.300000000000000044e+00 5.739271738563839903e-02 1.088331765650418365e-01 4.017175810249557638e-02 4.271710689379815823e-02 6.350076725621194018e-02 5.437312942763354584e-02 5.640029659125576217e-02 5.551389873809516734e-02 5.492841529568690678e-02
1.400000000000000133e+00 1.547648640552596599e-01 7.838647342802618212e-02 8.271823974955944125e-02 5.280217907222056056e-02 6.558264390558217471e-02 7.217098532591130489e-02 6.811470982495446136e-02 6.957345319222039970e-02 7.187203901182623311e-02
1.500000000000000000e+00 3.249597776642309394e-02 9.473352975716876900e-02 1.048899055198881797e-01 4.628393833407364044e-02 8.258724684172069619e-02 9.268647141184535587e-02 8.396754670926624697e-02 8.384515268794133502e-02 8.572213697642981634e-02
1.600000000000000089e+00 1.139576610993504185e-01 1.508494119348175455e-01 9.708911412270505858e-02 9.162552446343177892e-02 9.625718430057882136e-02 1.029329897453673537e-01 9.586075913721095465e-02 9.938846097583201034e-02 1.030630981029413001e-01
1.700000000000000178e+00 6.690829776520712535e-02 1.447078973973305593e-01 1.126338250185747319e-01 1.099670035827425979e-01 1.299222123102590776e-01 1.176825064279490574e-01 1.143429640363618910e-01 1.164253904089946751e-01 1.181817258934641790e-01
1.800000000000000044e+00 -2.218659378038108643e-01 1.225524914776441182e-01 9.759526076160440766e-02 1.213895166946326459e-01 1.265946397716978811e-01 1.272903729526300431e-01 1.277793541519945952e-01 1.320036876756119915e-01 1.326190206254006243e-01
1.900000000000000133e+00 1.579062297121249236e-01 1.472686861075853115e-01 7.372899746888836314e-02 1.301687614812462868e-01 1.583233410995767976e-01 1.554923956304905541e-01 1.448529755844196187e-01 1.465733713369075375e-01 1.484578645532751429e-01
2.000000000000000000e+00 9.274787633433732859e-02 1.278908903131827646e-01 1.990864798615110121e-01 2.010142062673564434e-01 1.358228303762104572e-01 1.666251125064183713e-01 1.627421115439436072e-01 1.609729381498763712e-01 1.603742511002573257e-01
2.100000000000000089e+00 1.707647066761003307e-02 2.444484787343599863e-01 1.554185352832581357e-01 1.751127853989390415e-01 1.661062148097769142e-01 1.740176630237781630e-01 1.768477758145974299e-01 1.731969811365730860e-01 1.744567433546387603e-01
2.200000000000000178e+00 4.278194855470337510e-01 6.426601772640475052e-02 2.076853672309221521e-01 1.719981611164669022e-01 1.908875133822269810e-01 1.752682971155353486e-01 1.865174036114695399e-01 1.851452890185760203e-01 1.853674731322786373e-01
